INITIALS,consumerNum,consumerName,consumerCat,consumerStage,resourceNum,resourceName,resourceCat,resourceStage,interaction.type,confidence,justification,incl.code,ref_num,localities,zone,pools_exposed,MorrisHaderlie,epibiota_consumed,notes,link.ID,date_added
ZZ_coded,566,Pachygrapsus crassipes,true crab,1,566,Pachygrapsus crassipes,true crab,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,high to middle,NA,y,y,NA,20506,3 Jun 2024
ZZ_coded,719,Enhydra lutris,mammal,1,420,Enteroctopus dofleini,octopus,NA,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,NA,NA,y,y,NA,20507,3 Jun 2024
ZZ_coded,9,Triakis semifasciata,shark,1,420,Enteroctopus dofleini,octopus,NA,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,NA,NA,y,y,NA,20508,3 Jun 2024
ZZ_coded,605,Triakis semifasciata,shark,4,420,Enteroctopus dofleini,octopus,NA,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,NA,NA,y,y,NA,20509,3 Jun 2024
ZZ_coded,606,Triakis semifasciata,shark,NA,420,Enteroctopus dofleini,octopus,NA,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,NA,NA,y,y,NA,20510,3 Jun 2024
ZZ_coded,712,Homo sapiens,human,1,420,Enteroctopus dofleini,octopus,NA,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,NA,NA,y,y,NA,20511,3 Jun 2024
ZZ_coded,719,Enhydra lutris,mammal,1,1745,Enteroctopus dofleini,octopus,1,1,1,3,1,Light & Smith,California,NA,NA,y,y,NA,20512,3 Jun 2024
ZZ_coded,9,Triakis semifasciata,shark,1,1745,Enteroctopus dofleini,octopus,1,1,1,3,1,Light & Smith,California,NA,NA,y,y,NA,20513,3 Jun 2024
ZZ_coded,605,Triakis semifasciata,shark,4,1745,Enteroctopus dofleini,octopus,1,1,1,3,1,Light & Smith,California,NA,NA,y,y,NA,20514,3 Jun 2024
ZZ_coded,606,Triakis semifasciata,shark,NA,1745,Enteroctopus dofleini,octopus,1,1,1,3,1,Light & Smith,California,NA,NA,y,y,NA,20515,3 Jun 2024
ZZ_coded,712,Homo sapiens,human,1,1745,Enteroctopus dofleini,octopus,1,1,1,3,1,Light & Smith,California,NA,NA,y,y,NA,20516,3 Jun 2024
ZZ_coded,712,Homo sapiens,human,1,550,Cancer anthonyi,true crab,1,1,1,3,1,"Morris, Abbott, & Haderlie; light & Smith",California,NA,NA,y,y,NA,20517,3 Jun 2024
ZZ_coded,150,Pisaster ochraceus,asteroid,1,203,Lottia limatula,true limpet,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,"middle, low",NA,y,y,NA,20518,3 Jun 2024
ZZ_coded,566,Pachygrapsus crassipes,true crab,1,203,Lottia limatula,true limpet,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,high to middle,NA,y,y,NA,20519,3 Jun 2024
ZZ_coded,282,Acanthinucella spirata,snail,1,248,Littorina scutulata,littorine,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,high to middle,NA,y,y,NA,20520,3 Jun 2024
ZZ_coded,627,Acanthinucella punctulata,snail,NA,248,Littorina scutulata,littorine,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,high,NA,y,y,NA,20521,3 Jun 2024
ZZ_coded,281,Acanthinucella punctulata,snail,1,248,Littorina scutulata,littorine,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,high,NA,y,y,NA,20522,3 Jun 2024
ZZ_coded,149,Leptasterias hexactis,asteroid,1,248,Littorina scutulata,littorine,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,middle,NA,y,y,NA,20523,3 Jun 2024
ZZ_coded,3004,Porichthys notatus,fish,NA,3004,Porichthys notatus,fish,NA,1,1,3,1,363; 364,California,low,NA,y,y,NA,20524,3 Jun 2024
ZZ_coded,3006,Porichthys notatus,fish,NA,3004,Porichthys notatus,fish,NA,1,1,3,1,363; 364,California,low,NA,y,y,NA,20525,3 Jun 2024
ZZ_coded,2293,Porichthys notatus,fish,1,3004,Porichthys notatus,fish,NA,1,1,3,1,363; 364,California,low,NA,y,y,NA,20526,3 Jun 2024
ZZ_coded,3004,Porichthys notatus,fish,NA,3006,Porichthys notatus,fish,NA,1,1,3,1,364,California,low,NA,y,y,NA,20527,3 Jun 2024
ZZ_coded,3006,Porichthys notatus,fish,NA,3006,Porichthys notatus,fish,NA,1,1,3,1,364,California,low,NA,y,y,NA,20528,3 Jun 2024
ZZ_coded,2293,Porichthys notatus,fish,1,3006,Porichthys notatus,fish,NA,1,1,3,1,364,California,low,NA,y,y,NA,20529,3 Jun 2024
ZZ_coded,358,Aeolidia loui,nudibranch,1,104,Urticina crassicornis,anemone,1,1,1,3,1,"Morris, Abbott, & Haderlie; LIght & Smith",California,low,NA,y,y,NA,20530,3 Jun 2024
ZZ_coded,358,Aeolidia loui,nudibranch,1,105,Urticina coriacea,anemone,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,low,NA,y,y,NA,20531,3 Jun 2024
ZZ_coded,358,Aeolidia loui,nudibranch,1,102,Epiactis prolifera,anemone,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,low,NA,y,y,NA,20532,3 Jun 2024
ZZ_coded,143,Dermasterias imbricata,asteroid,1,102,Epiactis prolifera,anemone,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,low,NA,y,y,NA,20533,3 Jun 2024
ZZ_coded,358,Aeolidia loui,nudibranch,1,107,Metridium senile,anemone,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,low,NA,y,y,NA,20534,3 Jun 2024
ZZ_coded,143,Dermasterias imbricata,asteroid,1,107,Metridium senile,anemone,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,low,NA,y,y,NA,20535,3 Jun 2024
ZZ_coded,2180,Ancula pacifica,nudibranch,1,630,Barentsia ramosa,entoproct,1,1,1,3,1,Wasson 1997,California,all,NA,y,y,NA,20536,3 Jun 2024
ZZ_coded,312,Cadlina luteomarginata,nudibranch,1,71,Higginsia sp.,sponge,1,1,1,3,1,"Morris, Abbott, & Haderlie",California,low,NA,y,y,NA,20537,3 Jun 2024
ZZ_coded,549,Cancer antennaria,true crab,1,279,Roperia poulsoni,murex,1,1,1,3,1,"Morris, Abbott, & Haderlie",California,low,NA,y,y,NA,20538,3 Jun 2024
ZZ_coded,549,Cancer antennaria,true crab,1,284,Nucella emarginata,snail,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,low,NA,y,y,NA,20539,3 Jun 2024
ZZ_coded,555,Cancer productus,true crab,1,945,Eutonina indicans,plankton,1,1,1,3,1,Light & Smith,California,low,NA,y,y,NA,20540,3 Jun 2024
ZZ_coded,554,Cancer productus,true crab,4,945,Eutonina indicans,plankton,1,1,1,3,1,Light & Smith,California,low,NA,y,y,NA,20541,3 Jun 2024
ZZ_coded,711,Carcinonemertes epialti,nemertean,1,992,Pugettia producta,true crab,NA,1,1,3,1,Light & Smith,California,all,NA,y,y,NA,20542,3 Jun 2024
ZZ_coded,711,Carcinonemertes epialti,nemertean,1,999,Carcinus maenas,true crab,NA,1,1,3,1,Light & Smith,California,all,NA,y,y,NA,20543,3 Jun 2024
ZZ_coded,2097,Scorpaenichthys marmoratus,fish,1,546,Loxorhynchus crispatus,true crab,1,1,1,3,1,"Morris, Abbott, & Haderlie",California,NA,NA,y,y,NA,20544,3 Jun 2024
ZZ_coded,1905,Chromodoris macfarlandi,nudibranch,1,2351,Aplysilla polyraphis,sponge,1,1,1,3,1,Light & Smith,California,all,NA,y,y,NA,20545,3 Jun 2024
ZZ_coded,405,Cyanoplax hartwegii,chiton,1,652,Sylvetia compressa,brown algae,1,1,1,3,1,Abbott & Hollenberg; Algaebase,California,"high tide pools, nocturnal",NA,y,y,NA,20546,3 Jun 2024
ZZ_coded,405,Cyanoplax hartwegii,chiton,1,656,Cladophora columbiana,green algae,1,1,1,3,1,Abbott & Hollenberg; 2021 Algae ID Workshop,California,"high tide pools, nocturnal",NA,y,y,NA,20547,3 Jun 2024
ZZ_coded,405,Cyanoplax hartwegii,chiton,1,640,Endocladia muricata,red algae,1,1,1,3,1,Abbott & Hollenberg,California,"high tide pools, nocturnal",NA,y,y,NA,20548,3 Jun 2024
ZZ_coded,405,Cyanoplax hartwegii,chiton,1,653,Hildenbrandia sp.,red algae,1,1,1,3,1,Abbott & Hollenberg,California,"high tide pools, nocturnal",NA,y,y,NA,20549,3 Jun 2024
ZZ_coded,405,Cyanoplax hartwegii,chiton,1,654,Mastocarpus sp.,red algae,1,1,1,3,1,Abbott & Hollenberg,California,"high tide pools, nocturnal",NA,y,y,NA,20550,3 Jun 2024
ZZ_coded,1924,Dendronotus subramosus,nudibranch,1,91,Aglaophenia struthionides,hydroid,5,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,all,NA,y,y,NA,20551,3 Jun 2024
ZZ_coded,143,Dermasterias imbricata,asteroid,1,110,Balanophyllia elegans,anemone,1,1,1,3,1,Light & Smith,California,low,NA,y,y,NA,20552,3 Jun 2024
ZZ_coded,143,Dermasterias imbricata,asteroid,1,179,Didemnum carnulentum,tunicate,1,1,1,3,1,"Morris, Abbott, & Haderlie; L&S",California,low,NA,y,y,NA,20553,3 Jun 2024
ZZ_coded,143,Dermasterias imbricata,asteroid,1,876,Phidolopora pacifica,bryozoan,1,1,1,3,1,Light & Smith,California,low,NA,y,y,NA,20554,3 Jun 2024
ZZ_coded,230,Calliostoma annulatum,topsnail,1,876,Phidolopora pacifica,bryozoan,1,1,1,3,1,Light & Smith,California,low,NA,y,y,NA,20555,3 Jun 2024
ZZ_coded,143,Dermasterias imbricata,asteroid,1,222,Boltenia villosa,tunicate,1,1,1,3,1,"Morris, Abbott, & Haderlie; L&S",California,low,NA,y,y,NA,20556,3 Jun 2024
ZZ_coded,60,Orthasterias koehleri,asteroid,NA,222,Boltenia villosa,tunicate,1,1,1,3,1,"Morris, Abbott, & Haderlie; L&S",California,very low,NA,y,y,NA,20557,3 Jun 2024
ZZ_coded,143,Dermasterias imbricata,asteroid,1,183,Eudistoma psammion,tunicate,1,1,1,3,1,"Morris, Abbott, & Haderlie",California,low,NA,y,y,NA,20558,3 Jun 2024
ZZ_coded,144,Patiria miniata,asteroid,1,183,Eudistoma psammion,tunicate,1,1,1,3,1,"Morris, Abbott, & Haderlie",California,low,NA,y,y,NA,20559,3 Jun 2024
ZZ_coded,326,Diaulula sandiegensis,nudibranch,1,70,Haliclona sp.,sponge,1,1,1,3,1,"Morris, Abbott, & Haderlie",California,low tidepools,NA,y,y,NA,20560,3 Jun 2024
ZZ_coded,348,Dirona albolineata,nudibranch,1,636,Dendrobeania lichenoides,bryozoan,1,1,1,3,1,Light & Smith,California,low tidepools,NA,y,y,NA,20561,3 Jun 2024
ZZ_coded,349,Dirona picta,nudibranch,1,635,Celleporella hyalina,bryozoan,1,1,1,3,1,Light & Smith,California,low,NA,y,y,NA,20562,3 Jun 2024
ZZ_coded,330,Corambe steinbergae,nudibranch,1,819,Membranipora raymondi,bryozoan,1,1,1,3,1,Light & Smith,California,low,NA,y,y,NA,20563,3 Jun 2024
ZZ_coded,330,Corambe steinbergae,nudibranch,1,820,Membranipora membranacea,bryozoan,1,1,1,3,1,Light & Smith,California,low,NA,y,y,NA,20564,3 Jun 2024
ZZ_coded,341,Onchidoris muricata,nudibranch,1,820,Membranipora membranacea,bryozoan,1,1,1,3,1,Light & Smith,California,low,NA,y,y,NA,20565,3 Jun 2024
ZZ_coded,328,Doriopsilla albopunctata,nudibranch,1,66,Cliona celata,sponge,1,1,1,3,1,"Morris, Abbott, & Haderlie",California,low,NA,y,y,NA,20566,3 Jun 2024
ZZ_coded,323,Doris odhneri,nudibranch,1,44,Mycale adhaerens,sponge,1,1,1,3,1,Light & Smith,California,low,NA,y,y,NA,20567,3 Jun 2024
ZZ_coded,323,Doris odhneri,nudibranch,1,45,Mycale hispida,sponge,1,1,1,3,1,Light & Smith,California,low,NA,y,y,NA,20568,3 Jun 2024
ZZ_coded,323,Doris odhneri,nudibranch,1,46,Mycale macginitiei,sponge,1,1,1,3,1,Light & Smith,California,low,NA,y,y,NA,20569,3 Jun 2024
ZZ_coded,323,Doris odhneri,nudibranch,1,47,Mycale richardsoni,sponge,1,1,1,3,1,Light & Smith,California,low,NA,y,y,NA,20570,3 Jun 2024
ZZ_coded,323,Doris odhneri,nudibranch,1,48,Mycale psila,sponge,1,1,1,3,1,Light & Smith,California,low,NA,y,y,NA,20571,3 Jun 2024
ZZ_coded,323,Doris odhneri,nudibranch,1,69,Halichondria panicea,sponge,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,low,NA,y,y,NA,20572,3 Jun 2024
ZZ_coded,335,Okenia rosacea,nudibranch,1,134,Integripelta bilabiata,bryozoan,1,1,1,3,1,"Morris, Abbott, & Haderlie",California,low,NA,y,y,NA,20573,3 Jun 2024
ZZ_coded,719,Enhydra lutris,mammal,1,372,Chama arcana,clam,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,NA,NA,y,y,NA,20574,3 Jun 2024
ZZ_coded,719,Enhydra lutris,mammal,1,237,Tegula funebralis,topsnail,1,1,1,3,1,"Morris, Abbott, & Haderlie",California,NA,NA,y,y,NA,20575,3 Jun 2024
ZZ_coded,549,Cancer antennaria,true crab,1,237,Tegula funebralis,topsnail,1,1,1,3,1,"Morris, Abbott, & Haderlie",California,low,NA,y,y,NA,20576,3 Jun 2024
ZZ_coded,150,Pisaster ochraceus,asteroid,1,237,Tegula funebralis,topsnail,1,1,1,3,1,"Morris, Abbott, & Haderlie",California,"middle, low",NA,y,y,NA,20577,3 Jun 2024
ZZ_coded,353,Flabellinopsis iodinea,nudibranch,1,181,Diplosoma listerianum,tunicate,1,1,1,3,1,"Morris, Abbott, & Haderlie",California,low,NA,y,y,NA,20578,3 Jun 2024
ZZ_coded,2,Gibbonsia elegans,fish,1,475,Cirolana harfordi,isopod,1,1,1,3,1,"Morris, Abbott, & Haderlie",California,NA,NA,y,y,NA,20579,3 Jun 2024
ZZ_coded,706,Apodichthys fucorum,fish,1,475,Cirolana harfordi,isopod,1,1,1,3,1,"Morris, Abbott, & Haderlie",California,NA,NA,y,y,NA,20580,3 Jun 2024
ZZ_coded,6,Micrometrus minimus,fish,1,475,Cirolana harfordi,isopod,1,1,1,3,1,"Morris, Abbott, & Haderlie",California,NA,NA,y,y,NA,20581,3 Jun 2024
ZZ_coded,1,Gibbonsia metzi,fish,1,543,Mimulus foliatus,true crab,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,NA,NA,y,y,NA,20582,3 Jun 2024
ZZ_coded,1,Gibbonsia metzi,fish,1,541,Pugettia richii,true crab,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,NA,NA,y,y,NA,20583,3 Jun 2024
ZZ_coded,15,Clinocottus analis,fish,1,541,Pugettia richii,true crab,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,NA,NA,y,y,NA,20584,3 Jun 2024
ZZ_coded,1,Gibbonsia metzi,fish,1,489,Pentidotea aculeata,isopod,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,NA,NA,y,y,NA,20585,3 Jun 2024
ZZ_coded,6,Micrometrus minimus,fish,1,489,Pentidotea aculeata,isopod,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,NA,NA,y,y,NA,20586,3 Jun 2024
ZZ_coded,1,Gibbonsia metzi,fish,1,490,Pentidotea wosnesenskii,isopod,1,1,1,3,1,"Morris, Abbott, & Haderlie",California,NA,NA,y,y,NA,20587,3 Jun 2024
ZZ_coded,6,Micrometrus minimus,fish,1,490,Pentidotea wosnesenskii,isopod,1,1,1,3,1,"Morris, Abbott, & Haderlie",California,NA,NA,y,y,NA,20588,3 Jun 2024
ZZ_coded,226,Haliotis fulgens,abalone,1,784,Laminaria sinclairii,brown algae,1,1,1,3,1,Marine Algae of California,California,low,NA,y,y,NA,20589,3 Jun 2024
ZZ_coded,560,Hermissenda crassicornis,nudibranch,1,171,Aplidium solidum,tunicate,1,1,1,3,1,"Morris, Abbott, & Haderlie; L&S",California,low,NA,y,y,NA,20590,3 Jun 2024
ZZ_coded,115,Hylocelis californica,flatworm,1,136,Celleporaria brunnea,bryozoan,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,high,NA,y,y,NA,20591,3 Jun 2024
ZZ_coded,712,Homo sapiens,human,1,226,Haliotis fulgens,abalone,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,NA,NA,y,y,NA,20592,3 Jun 2024
ZZ_coded,712,Homo sapiens,human,1,470,Balanus nubilus,barnacle,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,NA,NA,y,y,NA,20593,3 Jun 2024
ZZ_coded,712,Homo sapiens,human,1,549,Cancer antennaria,true crab,1,1,1,3,1,"Morris, Abbott, & Haderlie; light & Smith",California,NA,NA,y,y,NA,20594,3 Jun 2024
ZZ_coded,712,Homo sapiens,human,1,555,Cancer productus,true crab,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,NA,NA,y,y,NA,20595,3 Jun 2024
ZZ_coded,712,Homo sapiens,human,1,229,Haliotis cracherodii,abalone,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,NA,NA,y,y,NA,20596,3 Jun 2024
ZZ_coded,150,Pisaster ochraceus,asteroid,1,229,Haliotis cracherodii,abalone,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,"middle, low",NA,y,y,NA,20597,3 Jun 2024
ZZ_coded,2097,Scorpaenichthys marmoratus,fish,1,229,Haliotis cracherodii,abalone,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,NA,NA,y,y,NA,20598,3 Jun 2024
ZZ_coded,719,Enhydra lutris,mammal,1,229,Haliotis cracherodii,abalone,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,NA,NA,y,y,NA,20599,3 Jun 2024
ZZ_coded,712,Homo sapiens,human,1,227,Haliotis corrugata,abalone,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,NA,NA,y,y,NA,20600,3 Jun 2024
ZZ_coded,286,Lirabuccinum dirum,whelk,1,234,Margarites pupillus,topsnail,1,1,1,3,1,"Morris, Abbott, & Haderlie",California,middle,NA,y,y,NA,20601,3 Jun 2024
ZZ_coded,348,Dirona albolineata,nudibranch,1,234,Margarites pupillus,topsnail,1,1,1,3,1,"Morris, Abbott, & Haderlie",California,low tidepools,NA,y,y,NA,20602,3 Jun 2024
ZZ_coded,14,Leptocottus armatus,fish,1,748,Leptochelia sp.,isopod,1,1,1,3,1,OIMB; Light & Smith,California,NA,NA,y,y,NA,20603,3 Jun 2024
ZZ_coded,265,Marsenina stearnsii,snail,1,180,Trididemnum opacum,tunicate,1,1,1,3,1,"Morris, Abbott, & Haderlie",California,low,NA,y,y,NA,20604,3 Jun 2024
ZZ_coded,1824,Marsenina stearnsii,snail,NA,180,Trididemnum opacum,tunicate,1,1,1,3,1,"Morris, Abbott, & Haderlie",California,all,NA,y,y,NA,20605,3 Jun 2024
ZZ_coded,149,Leptasterias hexactis,asteroid,1,627,Acanthinucella punctulata,snail,NA,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,middle,NA,y,y,NA,20606,3 Jun 2024
ZZ_coded,149,Leptasterias hexactis,asteroid,1,156,Eupentacta quinquesemita,cucumber,1,1,1,3,1,"Morris, Abbott, & Haderlie; Light & Smith",California,middle,NA,y,y,NA,20607,3 Jun 2024
ZZ_coded,148,Leptasterias pusilla,asteroid,1,764,Pseudodiala acuta,snail,1,1,1,3,1,Light & Smith,California,pools,NA,y,y,NA,20608,3 Jun 2024
ZZ_coded,345,Limacia cockerelli,nudibranch,1,632,Hincksina velata,bryozoan,1,1,1,3,1,Light & Smith,California,low tidepools,NA,y,y,NA,20609,3 Jun 2024
ZZ_coded,353,Flabellinopsis iodinea,nudibranch,1,84,Eudendrium californicum,hydroid,5,1,1,3,1,"Morris, Abbott, & Haderlie; L&S",California,low,NA,y,y,NA,20610,3 Jun 2024
ZZ_coded,627,Acanthinucella punctulata,snail,NA,247,Littorina keenae,littorine,1,1,2,6,1,"Morris, Abbott, & Haderlie",California,high,NA,y,y,NA,20611,3 Jun 2024
ZZ_coded,281,Acanthinucella punctulata,snail,1,247,Littorina keenae,littorine,1,1,2,6,1,"Morris, Abbott, & Haderlie",California,high,NA,y,y,NA,20612,3 Jun 2024
ZZ_coded,282,Acanthinucella spirata,snail,1,247,Littorina keenae,littorine,1,1,2,6,1,"Morris, Abbott, & Haderlie",California,high to middle,NA,y,y,NA,20613,3 Jun 2024
ZZ_coded,355,Cuthona divae,nudibranch,1,630,Barentsia ramosa,entoproct,1,1,2,6,1,Wasson 1997,California,low,NA,y,y,NA,20614,3 Jun 2024
ZZ_coded,1940,Cuthona abronia,nudibranch,1,630,Barentsia ramosa,entoproct,1,1,2,6,1,Wasson 1997,California,all,NA,y,y,NA,20615,3 Jun 2024
ZZ_coded,1941,Cuthona albocrusta,nudibranch,1,630,Barentsia ramosa,entoproct,1,1,2,6,1,Wasson 1997,California,all,NA,y,y,NA,20616,3 Jun 2024
ZZ_coded,1942,Cuthona cocoachroma,nudibranch,1,630,Barentsia ramosa,entoproct,1,1,2,6,1,Wasson 1997,California,all,NA,y,y,NA,20617,3 Jun 2024
ZZ_coded,1943,Cuthona flavovulta,nudibranch,1,630,Barentsia ramosa,entoproct,1,1,2,6,1,Wasson 1997,California,all,NA,y,y,NA,20618,3 Jun 2024
ZZ_coded,1944,Cuthona fulgens,nudibranch,1,630,Barentsia ramosa,entoproct,1,1,2,6,1,Wasson 1997,California,all,NA,y,y,NA,20619,3 Jun 2024
ZZ_coded,1945,Cuthona hamanni,nudibranch,1,630,Barentsia ramosa,entoproct,1,1,2,6,1,Wasson 1997,California,all,NA,y,y,NA,20620,3 Jun 2024
ZZ_coded,1946,Cuthona lagunae,nudibranch,1,630,Barentsia ramosa,entoproct,1,1,2,6,1,Wasson 1997,California,all,NA,y,y,NA,20621,3 Jun 2024
ZZ_coded,1947,Cuthona phoenix,nudibranch,1,630,Barentsia ramosa,entoproct,1,1,2,6,1,Wasson 1997,California,all,NA,y,y,NA,20622,3 Jun 2024
ZZ_coded,1948,Cuthona virens,nudibranch,1,630,Barentsia ramosa,entoproct,1,1,2,6,1,Wasson 1997,California,all,NA,y,y,NA,20623,3 Jun 2024
ZZ_coded,711,Carcinonemertes epialti,nemertean,1,991,Loxorhynchus grandis,true crab,NA,1,2,6,1,"Morris, Abbott, & Haderlie; Light & Smith",California,all,NA,y,y,NA,20624,3 Jun 2024
ZZ_coded,1722,Carcinonemertes wickhami,nemertean,1,991,Loxorhynchus grandis,true crab,NA,1,2,6,1,"Morris, Abbott, & Haderlie; Light & Smith",California,low,NA,y,y,NA,20625,3 Jun 2024
ZZ_coded,550,Cancer anthonyi,true crab,1,1880,Littorina subrotundata,limpet,1,1,2,6,1,Light & Smith,California,low,NA,y,y,NA,20626,3 Jun 2024
ZZ_coded,549,Cancer antennaria,true crab,1,1880,Littorina subrotundata,limpet,1,1,2,6,1,Light & Smith,California,low,NA,y,y,NA,20627,3 Jun 2024
ZZ_coded,555,Cancer productus,true crab,1,1880,Littorina subrotundata,limpet,1,1,2,6,1,Light & Smith,California,low,NA,y,y,NA,20628,3 Jun 2024
ZZ_coded,551,Cancer jordani,true crab,1,1880,Littorina subrotundata,limpet,1,1,2,6,1,Light & Smith,California,low,NA,y,y,NA,20629,3 Jun 2024
ZZ_coded,552,Cancer branneri,true crab,1,1880,Littorina subrotundata,limpet,1,1,2,6,1,Light & Smith,California,NA,NA,y,y,NA,20630,3 Jun 2024
ZZ_coded,553,Cancer oregonensis,true crab,1,1880,Littorina subrotundata,limpet,1,1,2,6,1,Light & Smith,California,low,NA,y,y,NA,20631,3 Jun 2024
ZZ_coded,562,Cancer gracilis,true crab,1,1880,Littorina subrotundata,limpet,1,1,2,6,1,Light & Smith,California,low,NA,y,y,NA,20632,3 Jun 2024
ZZ_coded,995,Cancer gracilis,true crab,4,1880,Littorina subrotundata,limpet,1,1,2,6,1,Light & Smith,California,low,NA,y,y,NA,20633,3 Jun 2024
ZZ_coded,996,Cancer gracilis,true crab,NA,1880,Littorina subrotundata,limpet,1,1,2,6,1,Light & Smith,California,low,NA,y,y,NA,20634,3 Jun 2024
