resource,resourceNum,resourceName,resourceCat,resourceStage,consumer,consumerNum,consumerName,consumerCat,consumerStage,interactionType,referenceNum,justification,confidence,ref_location_code,localities,interactionZone,habitat,parasitic
1_Gibbonsia metzi,1,Gibbonsia metzi,fish,1,3043_Egretta thula,3043,Egretta thula,bird,1,1,393,6,2,1,"Florida; Tampa Bay, FL",all,pools,n
1_Gibbonsia metzi,1,Gibbonsia metzi,fish,1,3047_Urile penicillatus,3047,Urile penicillatus,bird,1,1,415,6,1,1,Northeast Pacific,all,pools,n
1_Gibbonsia metzi,1,Gibbonsia metzi,fish,1,3105_Corvus brachyrhynchos,3105,Corvus brachyrhynchos,bird,1,1,544; 583,6,4,2,"Tatoosh Island, WA",all,pools,n
1_Gibbonsia metzi,1,Gibbonsia metzi,fish,1,3110_Arenaria interpres,3110,Arenaria interpres,bird,1,1,577,6,3,2,global,all,pools,n
2_Gibbonsia elegans,2,Gibbonsia elegans,fish,1,660_Larus occidentalis,660,Larus occidentalis,bird,1,1,418,4,4,1,"California; Alcatraz Island, CA; East Anacapa Island, CA; Moss Landing, CA; Southeast Farallon Islands, CA; Santa Barbara Island, CA",all,pools,n
2_Gibbonsia elegans,2,Gibbonsia elegans,fish,1,717_Ardea herodias,717,Ardea herodias,bird,1,1,544; 583,6,4,2,"Tatoosh Island, WA",all,pools,n
2_Gibbonsia elegans,2,Gibbonsia elegans,fish,1,760_Sphaerospora sphaerula,760,Sphaerospora sphaerula,myxozoan,6,6,205,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2_Gibbonsia elegans,2,Gibbonsia elegans,fish,1,763_Podocotyle gibbonsia,763,Podocotyle gibbonsia,trematode,1,6,205; 9,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2_Gibbonsia elegans,2,Gibbonsia elegans,fish,1,1264_Gnathia steveni,1264,Gnathia steveni,isopod,3,3,"427, 428, 527",4,4,1,NA,all,pools,n
2_Gibbonsia elegans,2,Gibbonsia elegans,fish,1,2106_Sphaeromyxa gibbonsia,2106,Sphaeromyxa gibbonsia,myxozoan,1,6,205; 8,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific; Santa Barbara, CA",all,pools,y
2_Gibbonsia elegans,2,Gibbonsia elegans,fish,1,2117_Helicometrina nimia,2117,Helicometrina nimia,trematode,1,6,205,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2_Gibbonsia elegans,2,Gibbonsia elegans,fish,1,2122_Helicometrina elongata,2122,Helicometrina elongata,trematode,1,6,205,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2_Gibbonsia elegans,2,Gibbonsia elegans,fish,1,2148_Ceratomyxa noblei,2148,Ceratomyxa noblei,myxozoan,1,6,205,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2_Gibbonsia elegans,2,Gibbonsia elegans,fish,1,2152_Ceratomyxa blennius,2152,Ceratomyxa blennius,myxozoan,1,6,205,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2_Gibbonsia elegans,2,Gibbonsia elegans,fish,1,2154_Trilospora californica,2154,Trilospora californica,myxozoan,1,6,205,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2_Gibbonsia elegans,2,Gibbonsia elegans,fish,1,3017_Larus argentatus,3017,Larus argentatus,bird,1,1,548,4,4,1,NA,all,pools,n
2_Gibbonsia elegans,2,Gibbonsia elegans,fish,1,3019_Larus glaucescens,3019,Larus glaucescens,bird,1,1,392,6,2,1,"Kopachuck State Park, WA",all,pools,n
2_Gibbonsia elegans,2,Gibbonsia elegans,fish,1,3043_Egretta thula,3043,Egretta thula,bird,1,1,393,6,2,1,"Florida; Tampa Bay, FL",all,pools,n
2_Gibbonsia elegans,2,Gibbonsia elegans,fish,1,3047_Urile penicillatus,3047,Urile penicillatus,bird,1,1,415,6,1,1,Northeast Pacific,all,pools,n
2_Gibbonsia elegans,2,Gibbonsia elegans,fish,1,3105_Corvus brachyrhynchos,3105,Corvus brachyrhynchos,bird,1,1,544; 583,6,4,2,"Tatoosh Island, WA",all,pools,n
2_Gibbonsia elegans,2,Gibbonsia elegans,fish,1,3110_Arenaria interpres,3110,Arenaria interpres,bird,1,1,577,6,3,2,global,all,pools,n
3_Hypsoblennius gilberti,3,Hypsoblennius gilberti,fish,1,10_Hypsoblennius jenkinsi,10,Hypsoblennius jenkinsi,fish,1,20,12,3,1,1,"Palos Verdes Peninsula, CA",all,pools,n
3_Hypsoblennius gilberti,3,Hypsoblennius gilberti,fish,1,418_Octopus bimaculoides,418,Octopus bimaculoides,octopus,1,1,436; 436; 435,3,2,1,NA,"low, middle",pools,n
3_Hypsoblennius gilberti,3,Hypsoblennius gilberti,fish,1,583_Amyloodinium ocellatum,583,Amyloodinium ocellatum,dinoflagellate,1,7,11,3,2,1,Mississippi Sound,all,pools,y
3_Hypsoblennius gilberti,3,Hypsoblennius gilberti,fish,1,660_Larus occidentalis,660,Larus occidentalis,bird,1,1,418,4,4,1,"California; Alcatraz Island, CA; East Anacapa Island, CA; Moss Landing, CA; Southeast Farallon Islands, CA; Santa Barbara Island, CA",all,pools,n
3_Hypsoblennius gilberti,3,Hypsoblennius gilberti,fish,1,717_Ardea herodias,717,Ardea herodias,bird,1,1,544; 583,6,4,2,"Tatoosh Island, WA",all,pools,n
3_Hypsoblennius gilberti,3,Hypsoblennius gilberti,fish,1,747_Hypsoblennius gentilis,747,Hypsoblennius gentilis,fish,1,20,12,3,1,1,"Palos Verdes Peninsula, CA",all,pools,n
3_Hypsoblennius gilberti,3,Hypsoblennius gilberti,fish,1,1264_Gnathia steveni,1264,Gnathia steveni,isopod,3,3,"427, 428, 527",4,4,1,NA,all,pools,n
3_Hypsoblennius gilberti,3,Hypsoblennius gilberti,fish,1,2104_Ceratomyxa gracilis,2104,Ceratomyxa gracilis,myxozoan,1,6,74,3,2,1,NA,all,pools,y
3_Hypsoblennius gilberti,3,Hypsoblennius gilberti,fish,1,2152_Ceratomyxa blennius,2152,Ceratomyxa blennius,myxozoan,1,6,205,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
3_Hypsoblennius gilberti,3,Hypsoblennius gilberti,fish,1,3017_Larus argentatus,3017,Larus argentatus,bird,1,1,548,4,4,1,NA,all,pools,n
3_Hypsoblennius gilberti,3,Hypsoblennius gilberti,fish,1,3019_Larus glaucescens,3019,Larus glaucescens,bird,1,1,392,6,2,1,"Kopachuck State Park, WA",all,pools,n
3_Hypsoblennius gilberti,3,Hypsoblennius gilberti,fish,1,3043_Egretta thula,3043,Egretta thula,bird,1,1,393,6,2,1,"Florida; Tampa Bay, FL",all,pools,n
3_Hypsoblennius gilberti,3,Hypsoblennius gilberti,fish,1,3105_Corvus brachyrhynchos,3105,Corvus brachyrhynchos,bird,1,1,544; 583,6,4,2,"Tatoosh Island, WA",all,pools,n
3_Hypsoblennius gilberti,3,Hypsoblennius gilberti,fish,1,3110_Arenaria interpres,3110,Arenaria interpres,bird,1,1,577,6,3,2,global,all,pools,n
4_Amphistichus koelzi,4,Amphistichus koelzi,fish,1,660_Larus occidentalis,660,Larus occidentalis,bird,1,1,418,4,4,1,"California; Alcatraz Island, CA; East Anacapa Island, CA; Moss Landing, CA; Southeast Farallon Islands, CA; Santa Barbara Island, CA",all,pools,n
4_Amphistichus koelzi,4,Amphistichus koelzi,fish,1,717_Ardea herodias,717,Ardea herodias,bird,1,1,379; 544; 583,6,3,2,"British Columbia; Strait of Georgia, BC; Tatoosh Island, WA",all,pools,n
4_Amphistichus koelzi,4,Amphistichus koelzi,fish,1,1125_Bomolochus cuneatus,1125,Bomolochus cuneatus,copepod,1,7,435,6,3,1,NA,all,pools,y
4_Amphistichus koelzi,4,Amphistichus koelzi,fish,1,1127_Holobomolochus embiotocae,1127,Holobomolochus embiotocae,copepod,1,7,435,6,3,1,NA,all,pools,y
4_Amphistichus koelzi,4,Amphistichus koelzi,fish,1,1171_Colobomatus embiotocae,1171,Colobomatus embiotocae,copepod,1,7,205,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
4_Amphistichus koelzi,4,Amphistichus koelzi,fish,1,1183_Caligus hobsoni,1183,Caligus hobsoni,copepod,1,7,435,6,3,1,NA,all,pools,y
4_Amphistichus koelzi,4,Amphistichus koelzi,fish,1,1191_Clavella embiotocae,1191,Clavella embiotocae,copepod,1,7,435,6,3,1,NA,all,pools,y
4_Amphistichus koelzi,4,Amphistichus koelzi,fish,1,1192_Clavella parva,1192,Clavella parva,copepod,1,7,435,6,3,1,NA,all,pools,y
4_Amphistichus koelzi,4,Amphistichus koelzi,fish,1,1195_Peniculus fissipes,1195,Peniculus fissipes,copepod,1,7,435,6,3,1,NA,all,pools,y
4_Amphistichus koelzi,4,Amphistichus koelzi,fish,1,1229_Nerocila acuminata,1229,Nerocila acuminata,isopod,1,7,425,4,3,1,Eastern Pacific,all,pools,y
4_Amphistichus koelzi,4,Amphistichus koelzi,fish,1,1264_Gnathia steveni,1264,Gnathia steveni,isopod,3,3,"427, 428, 527",4,4,1,NA,all,pools,n
4_Amphistichus koelzi,4,Amphistichus koelzi,fish,1,3017_Larus argentatus,3017,Larus argentatus,bird,1,1,548,4,4,1,NA,all,pools,n
4_Amphistichus koelzi,4,Amphistichus koelzi,fish,1,3019_Larus glaucescens,3019,Larus glaucescens,bird,1,1,392,6,2,1,"Kopachuck State Park, WA",all,pools,n
4_Amphistichus koelzi,4,Amphistichus koelzi,fish,1,3043_Egretta thula,3043,Egretta thula,bird,1,1,393,6,2,1,"Florida; Tampa Bay, FL",all,pools,n
4_Amphistichus koelzi,4,Amphistichus koelzi,fish,1,3105_Corvus brachyrhynchos,3105,Corvus brachyrhynchos,bird,1,1,544; 583,6,4,2,"Tatoosh Island, WA",all,pools,n
4_Amphistichus koelzi,4,Amphistichus koelzi,fish,1,3110_Arenaria interpres,3110,Arenaria interpres,bird,1,1,577,6,3,2,global,all,pools,n
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,660_Larus occidentalis,660,Larus occidentalis,bird,1,1,418,4,4,1,"California; Alcatraz Island, CA; East Anacapa Island, CA; Moss Landing, CA; Southeast Farallon Islands, CA; Santa Barbara Island, CA",all,pools,n
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,717_Ardea herodias,717,Ardea herodias,bird,1,1,379; 544; 583,6,3,2,"British Columbia; Strait of Georgia, BC; Tatoosh Island, WA",all,pools,n
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,1125_Bomolochus cuneatus,1125,Bomolochus cuneatus,copepod,1,7,435,6,3,1,NA,all,pools,y
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,1127_Holobomolochus embiotocae,1127,Holobomolochus embiotocae,copepod,1,7,435,6,3,1,NA,all,pools,y
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,1171_Colobomatus embiotocae,1171,Colobomatus embiotocae,copepod,1,7,205,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,1183_Caligus hobsoni,1183,Caligus hobsoni,copepod,1,7,435,6,3,1,NA,all,pools,y
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,1191_Clavella embiotocae,1191,Clavella embiotocae,copepod,1,7,435,6,3,1,NA,all,pools,y
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,1192_Clavella parva,1192,Clavella parva,copepod,1,7,435,6,3,1,NA,all,pools,y
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,1195_Peniculus fissipes,1195,Peniculus fissipes,copepod,1,7,435,6,3,1,NA,all,pools,y
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,1229_Nerocila acuminata,1229,Nerocila acuminata,isopod,1,7,425,3,3,1,Eastern Pacific,all,pools,y
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,1264_Gnathia steveni,1264,Gnathia steveni,isopod,3,3,"427, 428, 527",4,4,1,NA,all,pools,n
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,2117_Helicometrina nimia,2117,Helicometrina nimia,trematode,1,6,205,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,2122_Helicometrina elongata,2122,Helicometrina elongata,trematode,1,6,205,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,2124_Genitocotyle acirrus,2124,Genitocotyle acirrus,trematode,1,6,205,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,2127_Nerocila californica,2127,Nerocila californica,isopod,1,7,205,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,2157_Telolecithus pugetensis,2157,Telolecithus pugetensis,trematode,1,6,205,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,2209_Diplangus triradiatus,2209,Diplangus triradiatus,trematode,1,6,205,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,2212_Encotyllabe embiotocae,2212,Encotyllabe embiotocae,monogene,1,7,205,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,2239_Lasiotocus sp.,2239,Lasiotocus sp.,trematode,1,6,205,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,2250_Monorchis sp.,2250,Monorchis sp.,trematode,1,6,205,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,2269_Pseudopecoelus umbrinae,2269,Pseudopecoelus umbrinae,trematode,1,6,205,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,3017_Larus argentatus,3017,Larus argentatus,bird,1,1,548,4,4,1,NA,all,pools,n
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,3019_Larus glaucescens,3019,Larus glaucescens,bird,1,1,392,6,2,1,"Kopachuck State Park, WA",all,pools,n
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,3043_Egretta thula,3043,Egretta thula,bird,1,1,393,6,2,1,"Florida; Tampa Bay, FL",all,pools,n
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,3105_Corvus brachyrhynchos,3105,Corvus brachyrhynchos,bird,1,1,544; 583,6,4,2,"Tatoosh Island, WA",all,pools,n
5_Amphistichus argenteus,5,Amphistichus argenteus,fish,1,3110_Arenaria interpres,3110,Arenaria interpres,bird,1,1,577,6,3,2,global,all,pools,n
6_Micrometrus minimus,6,Micrometrus minimus,fish,1,586_Postmonorchis donacis,586,Postmonorchis donacis,trematode,1,6,205; 48; 48/49; 49,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
6_Micrometrus minimus,6,Micrometrus minimus,fish,1,660_Larus occidentalis,660,Larus occidentalis,bird,1,1,418,4,4,1,"California; Alcatraz Island, CA; East Anacapa Island, CA; Moss Landing, CA; Southeast Farallon Islands, CA; Santa Barbara Island, CA",all,pools,n
6_Micrometrus minimus,6,Micrometrus minimus,fish,1,717_Ardea herodias,717,Ardea herodias,bird,1,1,379; 544; 583,6,3,2,"British Columbia; Strait of Georgia, BC; Tatoosh Island, WA",all,pools,n
6_Micrometrus minimus,6,Micrometrus minimus,fish,1,1125_Bomolochus cuneatus,1125,Bomolochus cuneatus,copepod,1,7,435,6,3,1,NA,all,pools,y
6_Micrometrus minimus,6,Micrometrus minimus,fish,1,1127_Holobomolochus embiotocae,1127,Holobomolochus embiotocae,copepod,1,7,435,6,3,1,NA,all,pools,y
6_Micrometrus minimus,6,Micrometrus minimus,fish,1,1171_Colobomatus embiotocae,1171,Colobomatus embiotocae,copepod,1,7,205,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
6_Micrometrus minimus,6,Micrometrus minimus,fish,1,1183_Caligus hobsoni,1183,Caligus hobsoni,copepod,1,7,435,6,3,1,NA,all,pools,y
6_Micrometrus minimus,6,Micrometrus minimus,fish,1,1191_Clavella embiotocae,1191,Clavella embiotocae,copepod,1,7,435,6,3,1,NA,all,pools,y
6_Micrometrus minimus,6,Micrometrus minimus,fish,1,1192_Clavella parva,1192,Clavella parva,copepod,1,7,435,6,3,1,NA,all,pools,y
6_Micrometrus minimus,6,Micrometrus minimus,fish,1,1195_Peniculus fissipes,1195,Peniculus fissipes,copepod,1,7,435,6,3,1,NA,all,pools,y
6_Micrometrus minimus,6,Micrometrus minimus,fish,1,1227_Elthusa californica,1227,Elthusa californica,isopod,1,6,435,3,2,1,NA,all,pools,y
6_Micrometrus minimus,6,Micrometrus minimus,fish,1,1227_Elthusa californica,1227,Elthusa californica,isopod,1,7,205,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
6_Micrometrus minimus,6,Micrometrus minimus,fish,1,1229_Nerocila acuminata,1229,Nerocila acuminata,isopod,1,7,425,3,3,1,Eastern Pacific,all,pools,y
6_Micrometrus minimus,6,Micrometrus minimus,fish,1,1264_Gnathia steveni,1264,Gnathia steveni,isopod,3,3,"427, 428, 527",4,4,1,NA,all,pools,n
6_Micrometrus minimus,6,Micrometrus minimus,fish,1,2124_Genitocotyle acirrus,2124,Genitocotyle acirrus,trematode,1,6,205,3,1,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
