resourceNum,resourceName,resourceCat,resourceStage,consumerNum,consumerName,consumerCat,consumerStage,interaction.type,confidence,justification,incl.code,ref_num,localities,zone,habitat,MorrisHaderlie,epibiota_consumed,notes,link.ID
607,Phyllospadix torreyi,angiosperm,1,240,Tegula eiseni,snail,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8603
607,Phyllospadix torreyi,angiosperm,1,214,Tectura paleacea,limpet,1,3,2,3,1,436,,low,pools,y,NA,NA,282
607,Phyllospadix torreyi,angiosperm,1,214,Tectura paleacea,limpet,1,27,3,6,1,436; 435,,low,both,NA,no,NA,2900
607,Phyllospadix torreyi,angiosperm,1,200,Lottia fenestrata,limpet,1,1,4,4,1,436; 435,,middle,both,NA,yes,NA,8630
607,Phyllospadix torreyi,angiosperm,1,206,Lottia strigatella,limpet,1,1,4,4,1,436; 435,,middle,both,NA,yes,NA,8648
607,Phyllospadix torreyi,angiosperm,1,209,Lottia persona,limpet,1,1,4,4,1,436; 435,,high,both,NA,yes,NA,8639
607,Phyllospadix torreyi,angiosperm,1,488,Idotea stenops,isopod,1,3,3,6; 10,1,436; 435,,middle,pools,NA,yes,NA,4098
607,Phyllospadix torreyi,angiosperm,1,245,Homalopoma luridum,snail,1,1,4,4,1,436; 435,,middle,both,NA,yes,NA,8612
607,Phyllospadix torreyi,angiosperm,1,1239,Dynamenella sheareri,isopod,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8468
607,Phyllospadix torreyi,angiosperm,1,477,Exosphaeroma amplicauda,isopod,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8477
607,Phyllospadix torreyi,angiosperm,1,1758,Lepidozona radians,chiton,1,1,4,4,1,436; 435,,low,both,NA,yes,NA,8027
607,Phyllospadix torreyi,angiosperm,1,1878,Littorina plena,limpet,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8558
607,Phyllospadix torreyi,angiosperm,1,88,Amphisbetia furcata,hydroid,5,2,2,3,1,436,,all,pools,y,NA,NA,8
607,Phyllospadix torreyi,angiosperm,1,1771,Tonicella lokii,chiton,1,1,4,4,1,436; 435,,middle,both,NA,yes,NA,8180
607,Phyllospadix torreyi,angiosperm,1,1458,Ameronothroiid mites,mite,1,1,4,4,1,436; 435,,high,both,NA,yes,NA,8594
607,Phyllospadix torreyi,angiosperm,1,1457,Hyadesiid mites,mite,1,3,4,3,2,"344, 345",,high,pools,no,yes,NA,10502
607,Phyllospadix torreyi,angiosperm,1,506,Caprella sp.,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7973
607,Phyllospadix torreyi,angiosperm,1,1403,Caprella alaskana,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7883
607,Phyllospadix torreyi,angiosperm,1,1404,Caprella brevirostris,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7892
607,Phyllospadix torreyi,angiosperm,1,1407,Caprella ferrea,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7901
607,Phyllospadix torreyi,angiosperm,1,1408,Caprella greenleyi,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7910
607,Phyllospadix torreyi,angiosperm,1,1409,Caprella incisa,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7919
607,Phyllospadix torreyi,angiosperm,1,1410,Caprella kennerlyi,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7928
607,Phyllospadix torreyi,angiosperm,1,1411,Caprella laeviuscula,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7937
607,Phyllospadix torreyi,angiosperm,1,1412,Caprella natalensis,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7946
607,Phyllospadix torreyi,angiosperm,1,1413,Caprella penantis,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7955
607,Phyllospadix torreyi,angiosperm,1,1414,Caprella pilipalma,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7964
607,Phyllospadix torreyi,angiosperm,1,1415,Caprella verrucosa,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7982
607,Phyllospadix torreyi,angiosperm,1,1419,Cercops compactus,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7991
607,Phyllospadix torreyi,angiosperm,1,1417,Tritella laevis,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8000
607,Phyllospadix torreyi,angiosperm,1,1418,Tritella pilimana,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8009
607,Phyllospadix torreyi,angiosperm,1,491,Idotea montereyensis,isopod,1,3,3,6,1,436; 435,,middle,both,NA,no,NA,2901
607,Phyllospadix torreyi,angiosperm,1,169,Strongylocentrotus franciscanus,urchin,1,1,4,4,1,436; 435,,very low,both,NA,yes,NA,8657
607,Phyllospadix torreyi,angiosperm,1,1252,Idotea ochotensis,isopod,1,3,4,4,1,435,,all,both,NA,yes,NA,4250
607,Phyllospadix torreyi,angiosperm,1,1254,Idotea rufescens,isopod,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8432
607,Phyllospadix torreyi,angiosperm,1,1295,Ampithoe ramondi,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8288
607,Phyllospadix torreyi,angiosperm,1,1296,Ampithoe sectimanus,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8297
607,Phyllospadix torreyi,angiosperm,1,1291,Ampithoe dalli,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8252
607,Phyllospadix torreyi,angiosperm,1,1292,Ampithoe lacertosa,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8261
607,Phyllospadix torreyi,angiosperm,1,537,Epialtoides hiltoni,true crab,1,1,4,4,1,436; 435,,low,both,NA,yes,NA,8621
607,Phyllospadix torreyi,angiosperm,1,556,Cycloxanthops novemdentatus,true crab,1,3,3,6,1,436,,low,both,NA,no,NA,2902
607,Phyllospadix torreyi,angiosperm,1,1777,Mopalia kennerleyi,chiton,1,1,4,4,1,436; 435,,middle,both,NA,yes,NA,8081
607,Phyllospadix torreyi,angiosperm,1,1778,Mopalia lionota,chiton,1,1,4,4,1,436; 435,,low,both,NA,yes,NA,8090
607,Phyllospadix torreyi,angiosperm,1,1779,Mopalia plumosa,chiton,1,1,4,4,1,436; 435,,low,both,NA,yes,NA,8099
607,Phyllospadix torreyi,angiosperm,1,1236,Dynamene benedicti,isopod,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8441
607,Phyllospadix torreyi,angiosperm,1,1237,Dynamenella dilatata,isopod,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8450
607,Phyllospadix torreyi,angiosperm,1,1238,Dynamenella glabra,isopod,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8459
607,Phyllospadix torreyi,angiosperm,1,1241,Exosphaeroma inornata,isopod,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8486
607,Phyllospadix torreyi,angiosperm,1,478,Exosphaeroma octoncum,isopod,1,1,4,4,1,436; 435,,low,both,NA,yes,NA,8495
607,Phyllospadix torreyi,angiosperm,1,479,Exosphaeroma rhomburum,isopod,1,1,4,4,1,436; 435,,low,both,NA,yes,NA,8504
607,Phyllospadix torreyi,angiosperm,1,1242,Gnorimosphaeroma noblei,isopod,1,1,4,4,1,436; 435,,high,both,NA,yes,NA,8513
607,Phyllospadix torreyi,angiosperm,1,482,Paracerceis gilliana,isopod,1,3,4,4,1,436,,low,pools,NA,yes,NA,4193
607,Phyllospadix torreyi,angiosperm,1,1243,Paradella dianae,isopod,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8522
607,Phyllospadix torreyi,angiosperm,1,1244,Sphaeroma quoianum,isopod,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8531
607,Phyllospadix torreyi,angiosperm,1,1245,Sphaeroma walkeri,isopod,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8540
607,Phyllospadix torreyi,angiosperm,1,1876,Lottia digitalis situs,limpet,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8567
607,Phyllospadix torreyi,angiosperm,1,1290,Ampithoe corallina,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8243
607,Phyllospadix torreyi,angiosperm,1,1294,Ampithoe pollex,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8279
607,Phyllospadix torreyi,angiosperm,1,1301,Peramphithoe lindbergi,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8306
607,Phyllospadix torreyi,angiosperm,1,1303,Peramphithoe plea,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8324
607,Phyllospadix torreyi,angiosperm,1,1305,Peramphithoe tea,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8333
607,Phyllospadix torreyi,angiosperm,1,1325,Carinonajna carli,gammarid,1,28,1,3,1,435,,low,pools,no,y,NA,20168
607,Phyllospadix torreyi,angiosperm,1,1328,Carinonajna longimana,gammarid,1,28,1,3,1,435,,low,pools,no,y,NA,20173
607,Phyllospadix torreyi,angiosperm,1,1332,Apohyale anceps,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8342
607,Phyllospadix torreyi,angiosperm,1,1333,Apohyale californica,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8351
607,Phyllospadix torreyi,angiosperm,1,1334,Apohyale pugettensis,gammarid,1,1,4,4,1,436; 435,,high,both,NA,yes,NA,8360
607,Phyllospadix torreyi,angiosperm,1,1335,Parallorchestes americana,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8369
607,Phyllospadix torreyi,angiosperm,1,1336,Parallorchestes cowani,gammarid,1,1,4,4,1,436; 435,,low,both,NA,yes,NA,8378
607,Phyllospadix torreyi,angiosperm,1,1337,Parallorchestes leblondi,gammarid,1,1,4,4,1,436; 435,,low,both,NA,yes,NA,8387
607,Phyllospadix torreyi,angiosperm,1,1338,Protohyale (Leptohyale) longipalpa,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8396
607,Phyllospadix torreyi,angiosperm,1,1339,Ptilohyale littoralis,gammarid,1,1,4,4,1,436; 435,,high,both,NA,yes,NA,8405
607,Phyllospadix torreyi,angiosperm,1,1235,Ancinus granulatus,isopod,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8423
607,Phyllospadix torreyi,angiosperm,1,252,Neostylidium eschrichtii,snail,1,3,4,4,1,436,,low,both,NA,yes,NA,4226
607,Phyllospadix torreyi,angiosperm,1,1765,Cyanoplax dentiens,chiton,1,1,4,4,1,436; 435,,middle,both,NA,yes,NA,8135
607,Phyllospadix torreyi,angiosperm,1,1769,Cyanoplax thomasi,chiton,1,1,4,4,1,436; 435,,middle,both,NA,yes,NA,8162
607,Phyllospadix torreyi,angiosperm,1,1764,Cyanoplax caverna,chiton,1,1,4,4,1,436; 435,,middle,both,NA,yes,NA,8117
607,Phyllospadix torreyi,angiosperm,1,1763,Cyanoplax berryana,chiton,1,1,4,4,1,436; 435,,middle,both,NA,yes,NA,8108
607,Phyllospadix torreyi,angiosperm,1,1766,Cyanoplax keepiana,chiton,1,1,4,4,1,436; 435,,middle,both,NA,yes,NA,8144
607,Phyllospadix torreyi,angiosperm,1,1768,Cyanoplax cryptica,chiton,1,1,4,4,1,436; 435,,middle,both,NA,yes,NA,8126
607,Phyllospadix torreyi,angiosperm,1,1767,Cyanoplax lowei,chiton,1,1,4,4,1,436; 435,,middle,both,NA,yes,NA,8153
607,Phyllospadix torreyi,angiosperm,1,1770,Nuttallina fluxa,chiton,1,1,4,4,1,436; 435,,middle,both,NA,yes,NA,8171
607,Phyllospadix torreyi,angiosperm,1,1756,Stenoplax heathiana,chiton,3,3,1,3,1,311,"San Mateo County, CA",middle,both,NA,yes,NA,4359
607,Phyllospadix torreyi,angiosperm,1,1881,Runcina macfarlandi,limpet,1,1,4,4,1,436; 435,,high,both,NA,yes,NA,8576
607,Phyllospadix torreyi,angiosperm,1,1875,Williamia peltoides,limpet,1,1,4,4,1,436; 435,,low,both,NA,yes,NA,8585
608,Phyllospadix scouleri,angiosperm,1,1253,Pentidotea resecata,isopod,1,3,3,6,1,435,,all,both,NA,no,eats seeds,2895
608,Phyllospadix scouleri,angiosperm,1,609,Protohyale (Protohyale) frequens,gammarid,1,3,3,3,1,304; 435,,all,pools,NA,yes,NA,4138
608,Phyllospadix scouleri,angiosperm,1,501,Ampithoe plumulosa,gammarid,1,1,4,4,1,436; 435,,low,both,NA,yes,NA,8269
608,Phyllospadix scouleri,angiosperm,1,168,Strongylocentrotus purpuratus,urchin,1,3,2,6,1,66,"Monterey Peninsula, Cal Hopkins Marine Station, CA",all,pools,NA,NA,NA,473
608,Phyllospadix scouleri,angiosperm,1,401,Stenoplax heathiana,chiton,1,3,1,3,1,311,"San Mateo County, CA",middle,both,n,yes,NA,786
608,Phyllospadix scouleri,angiosperm,1,558,Paraxanthias taylori,true crab,1,3,3,6,1,293,California,middle,both,NA,yes,NA,4028
608,Phyllospadix scouleri,angiosperm,1,240,Tegula eiseni,snail,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8602
608,Phyllospadix scouleri,angiosperm,1,214,Tectura paleacea,limpet,1,3,2,3,1,436,,low,pools,y,NA,NA,283
608,Phyllospadix scouleri,angiosperm,1,214,Tectura paleacea,limpet,1,27,3,6,1,436; 435,,low,both,NA,no,NA,2896
608,Phyllospadix scouleri,angiosperm,1,200,Lottia fenestrata,limpet,1,1,4,4,1,436; 435,,middle,both,NA,yes,NA,8629
608,Phyllospadix scouleri,angiosperm,1,206,Lottia strigatella,limpet,1,1,4,4,1,436; 435,,middle,both,NA,yes,NA,8647
608,Phyllospadix scouleri,angiosperm,1,209,Lottia persona,limpet,1,1,4,4,1,436; 435,,high,both,NA,yes,NA,8638
608,Phyllospadix scouleri,angiosperm,1,488,Idotea stenops,isopod,1,3,3,6; 10,1,436; 435,,middle,pools,NA,yes,NA,4090
608,Phyllospadix scouleri,angiosperm,1,245,Homalopoma luridum,snail,1,1,4,4,1,436; 435,,middle,both,NA,yes,NA,8611
608,Phyllospadix scouleri,angiosperm,1,2080,Cebidichthys violaceus,fish,1,3,1,3,1,360,"Central California;San Luis Obispo County, CA",all,pools,NA,yes,NA,11125
608,Phyllospadix scouleri,angiosperm,1,1239,Dynamenella sheareri,isopod,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8467
608,Phyllospadix scouleri,angiosperm,1,477,Exosphaeroma amplicauda,isopod,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8476
608,Phyllospadix scouleri,angiosperm,1,1758,Lepidozona radians,chiton,1,1,4,4,1,436; 435,,low,both,NA,yes,NA,8026
608,Phyllospadix scouleri,angiosperm,1,1878,Littorina plena,limpet,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8557
608,Phyllospadix scouleri,angiosperm,1,88,Amphisbetia furcata,hydroid,5,2,2,3,1,436,,all,pools,y,NA,NA,9
608,Phyllospadix scouleri,angiosperm,1,1771,Tonicella lokii,chiton,1,1,4,4,1,436; 435,,middle,both,NA,yes,NA,8179
608,Phyllospadix scouleri,angiosperm,1,1458,Ameronothroiid mites,mite,1,1,4,4,1,436; 435,,high,both,NA,yes,NA,8593
608,Phyllospadix scouleri,angiosperm,1,1457,Hyadesiid mites,mite,1,3,4,3,2,"344, 345",,high,pools,no,yes,NA,10501
608,Phyllospadix scouleri,angiosperm,1,506,Caprella sp.,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7972
608,Phyllospadix scouleri,angiosperm,1,1403,Caprella alaskana,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7882
608,Phyllospadix scouleri,angiosperm,1,1404,Caprella brevirostris,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7891
608,Phyllospadix scouleri,angiosperm,1,1407,Caprella ferrea,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7900
608,Phyllospadix scouleri,angiosperm,1,1408,Caprella greenleyi,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7909
608,Phyllospadix scouleri,angiosperm,1,1409,Caprella incisa,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7918
608,Phyllospadix scouleri,angiosperm,1,1410,Caprella kennerlyi,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7927
608,Phyllospadix scouleri,angiosperm,1,1411,Caprella laeviuscula,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7936
608,Phyllospadix scouleri,angiosperm,1,1412,Caprella natalensis,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7945
608,Phyllospadix scouleri,angiosperm,1,1413,Caprella penantis,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7954
608,Phyllospadix scouleri,angiosperm,1,1414,Caprella pilipalma,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7963
608,Phyllospadix scouleri,angiosperm,1,1415,Caprella verrucosa,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7981
608,Phyllospadix scouleri,angiosperm,1,1419,Cercops compactus,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7990
608,Phyllospadix scouleri,angiosperm,1,1417,Tritella laevis,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,7999
608,Phyllospadix scouleri,angiosperm,1,1418,Tritella pilimana,caprellid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8008
608,Phyllospadix scouleri,angiosperm,1,491,Idotea montereyensis,isopod,1,3,3,6,1,436; 435,,middle,both,NA,no,NA,2897
608,Phyllospadix scouleri,angiosperm,1,169,Strongylocentrotus franciscanus,urchin,1,1,4,4,1,436; 435,,very low,both,NA,yes,NA,8656
608,Phyllospadix scouleri,angiosperm,1,1001,Lophopanopeus bellus digensis,true crab,1,3,3,6,1,293,California,low,both,NA,yes,NA,4044
608,Phyllospadix scouleri,angiosperm,1,429,Nereis grubei,polychaete,1,3,1,3,1,342,"Point Fermin, San Pedro, CA",all,both,no,yes,NA,10417
608,Phyllospadix scouleri,angiosperm,1,557,Lophopanopeus leucomanus leucomanus,true crab,1,3,3,6,1,293,California,low,both,NA,yes,NA,4036
608,Phyllospadix scouleri,angiosperm,1,1252,Idotea ochotensis,isopod,1,3,4,4,1,435,,all,both,NA,yes,NA,4249
608,Phyllospadix scouleri,angiosperm,1,1254,Idotea rufescens,isopod,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8431
608,Phyllospadix scouleri,angiosperm,1,1295,Ampithoe ramondi,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8287
608,Phyllospadix scouleri,angiosperm,1,1296,Ampithoe sectimanus,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8296
608,Phyllospadix scouleri,angiosperm,1,1291,Ampithoe dalli,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8251
608,Phyllospadix scouleri,angiosperm,1,1292,Ampithoe lacertosa,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8260
608,Phyllospadix scouleri,angiosperm,1,537,Epialtoides hiltoni,true crab,1,1,4,4,1,436; 435,,low,both,NA,yes,NA,8620
608,Phyllospadix scouleri,angiosperm,1,556,Cycloxanthops novemdentatus,true crab,1,3,3,6,1,436,,low,both,NA,no,NA,2898
608,Phyllospadix scouleri,angiosperm,1,556,Cycloxanthops novemdentatus,true crab,1,3,3,6,1,293,California,low,pools,NA,yes,NA,4020
608,Phyllospadix scouleri,angiosperm,1,1777,Mopalia kennerleyi,chiton,1,1,4,4,1,436; 435,,middle,both,NA,yes,NA,8080
608,Phyllospadix scouleri,angiosperm,1,1778,Mopalia lionota,chiton,1,1,4,4,1,436; 435,,low,both,NA,yes,NA,8089
608,Phyllospadix scouleri,angiosperm,1,1779,Mopalia plumosa,chiton,1,1,4,4,1,436; 435,,low,both,NA,yes,NA,8098
608,Phyllospadix scouleri,angiosperm,1,1236,Dynamene benedicti,isopod,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8440
608,Phyllospadix scouleri,angiosperm,1,1237,Dynamenella dilatata,isopod,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8449
608,Phyllospadix scouleri,angiosperm,1,1238,Dynamenella glabra,isopod,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8458
608,Phyllospadix scouleri,angiosperm,1,1241,Exosphaeroma inornata,isopod,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8485
608,Phyllospadix scouleri,angiosperm,1,478,Exosphaeroma octoncum,isopod,1,1,4,4,1,436; 435,,low,both,NA,yes,NA,8494
608,Phyllospadix scouleri,angiosperm,1,479,Exosphaeroma rhomburum,isopod,1,1,4,4,1,436; 435,,low,both,NA,yes,NA,8503
608,Phyllospadix scouleri,angiosperm,1,1242,Gnorimosphaeroma noblei,isopod,1,1,4,4,1,436; 435,,high,both,NA,yes,NA,8512
608,Phyllospadix scouleri,angiosperm,1,482,Paracerceis gilliana,isopod,1,3,4,4,1,436,,low,pools,NA,yes,NA,4192
608,Phyllospadix scouleri,angiosperm,1,1243,Paradella dianae,isopod,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8521
608,Phyllospadix scouleri,angiosperm,1,1244,Sphaeroma quoianum,isopod,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8530
608,Phyllospadix scouleri,angiosperm,1,1245,Sphaeroma walkeri,isopod,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8539
608,Phyllospadix scouleri,angiosperm,1,1876,Lottia digitalis situs,limpet,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8566
608,Phyllospadix scouleri,angiosperm,1,1290,Ampithoe corallina,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8242
608,Phyllospadix scouleri,angiosperm,1,1294,Ampithoe pollex,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8278
608,Phyllospadix scouleri,angiosperm,1,1301,Peramphithoe lindbergi,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8305
608,Phyllospadix scouleri,angiosperm,1,1303,Peramphithoe plea,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8323
608,Phyllospadix scouleri,angiosperm,1,1305,Peramphithoe tea,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8332
608,Phyllospadix scouleri,angiosperm,1,1325,Carinonajna carli,gammarid,1,28,1,3,1,435,,low,pools,no,y,NA,20169
608,Phyllospadix scouleri,angiosperm,1,1328,Carinonajna longimana,gammarid,1,28,1,3,1,435,,low,pools,no,y,NA,20174
608,Phyllospadix scouleri,angiosperm,1,1332,Apohyale anceps,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8341
608,Phyllospadix scouleri,angiosperm,1,1333,Apohyale californica,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8350
608,Phyllospadix scouleri,angiosperm,1,1334,Apohyale pugettensis,gammarid,1,1,4,4,1,436; 435,,high,both,NA,yes,NA,8359
608,Phyllospadix scouleri,angiosperm,1,1335,Parallorchestes americana,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8368
608,Phyllospadix scouleri,angiosperm,1,1336,Parallorchestes cowani,gammarid,1,1,4,4,1,436; 435,,low,both,NA,yes,NA,8377
608,Phyllospadix scouleri,angiosperm,1,1337,Parallorchestes leblondi,gammarid,1,1,4,4,1,436; 435,,low,both,NA,yes,NA,8386
608,Phyllospadix scouleri,angiosperm,1,1338,Protohyale (Leptohyale) longipalpa,gammarid,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8395
608,Phyllospadix scouleri,angiosperm,1,1339,Ptilohyale littoralis,gammarid,1,1,4,4,1,436; 435,,high,both,NA,yes,NA,8404
608,Phyllospadix scouleri,angiosperm,1,1235,Ancinus granulatus,isopod,1,1,4,4,1,436; 435,,all,both,NA,yes,NA,8422
608,Phyllospadix scouleri,angiosperm,1,252,Neostylidium eschrichtii,snail,1,3,4,4,1,436,,low,both,NA,yes,NA,4225
