intials,consumerNum,consumerName,consumerCat,consumerStage,resourceNum,resourceName,resourceCat,resourceStage,interaction.type,confidence,justification,incl.code,ref_num,zone,pools_exposed,epibiota_consumed,notes,link.ID,date_added
ZZ_coded,970,Aulactinia incubans,anemone,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,970,Aulactinia incubans,anemone,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,970,Aulactinia incubans,anemone,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,970,Aulactinia incubans,anemone,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,970,Aulactinia incubans,anemone,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,971,Epiactis lisbethae,anemone,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,971,Epiactis lisbethae,anemone,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,971,Epiactis lisbethae,anemone,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,971,Epiactis lisbethae,anemone,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,971,Epiactis lisbethae,anemone,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,971,Epiactis lisbethae,anemone,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,971,Epiactis lisbethae,anemone,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,972,Epiactis ritteri,anemone,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,972,Epiactis ritteri,anemone,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,972,Epiactis ritteri,anemone,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,972,Epiactis ritteri,anemone,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,972,Epiactis ritteri,anemone,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,972,Epiactis ritteri,anemone,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,972,Epiactis ritteri,anemone,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,106,Urticina lofotensis,anemone,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,106,Urticina lofotensis,anemone,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,106,Urticina lofotensis,anemone,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,106,Urticina lofotensis,anemone,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,106,Urticina lofotensis,anemone,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,106,Urticina lofotensis,anemone,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,106,Urticina lofotensis,anemone,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,110,Balanophyllia elegans,anemone,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,110,Balanophyllia elegans,anemone,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,110,Balanophyllia elegans,anemone,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,110,Balanophyllia elegans,anemone,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,110,Balanophyllia elegans,anemone,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,110,Balanophyllia elegans,anemone,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,110,Balanophyllia elegans,anemone,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,973,Diadumene lighti,anemone,1,771,Viruses,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,973,Diadumene lighti,anemone,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,973,Diadumene lighti,anemone,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,973,Diadumene lighti,anemone,1,755,Microorganisms,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,973,Diadumene lighti,anemone,1,756,Bacteria,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,973,Diadumene lighti,anemone,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,973,Diadumene lighti,anemone,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,974,Cactosoma arenarium,anemone,1,771,Viruses,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,974,Cactosoma arenarium,anemone,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,974,Cactosoma arenarium,anemone,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,974,Cactosoma arenarium,anemone,1,755,Microorganisms,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,974,Cactosoma arenarium,anemone,1,756,Bacteria,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,974,Cactosoma arenarium,anemone,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,974,Cactosoma arenarium,anemone,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,97,Halcampa decemtentaculata,anemone,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,97,Halcampa decemtentaculata,anemone,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,97,Halcampa decemtentaculata,anemone,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,97,Halcampa decemtentaculata,anemone,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,97,Halcampa decemtentaculata,anemone,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,97,Halcampa decemtentaculata,anemone,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,97,Halcampa decemtentaculata,anemone,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,976,Metridium exilis,anemone,1,771,Viruses,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,976,Metridium exilis,anemone,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,976,Metridium exilis,anemone,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,976,Metridium exilis,anemone,1,755,Microorganisms,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,976,Metridium exilis,anemone,1,756,Bacteria,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,976,Metridium exilis,anemone,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,976,Metridium exilis,anemone,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,469,Balanus aquila,barnacle,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,469,Balanus aquila,barnacle,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,469,Balanus aquila,barnacle,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,469,Balanus aquila,barnacle,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,469,Balanus aquila,barnacle,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,469,Balanus aquila,barnacle,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,469,Balanus aquila,barnacle,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,465,Balanus crenatus,barnacle,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,465,Balanus crenatus,barnacle,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,465,Balanus crenatus,barnacle,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,465,Balanus crenatus,barnacle,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,465,Balanus crenatus,barnacle,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,465,Balanus crenatus,barnacle,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,465,Balanus crenatus,barnacle,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,470,Balanus nubilus,barnacle,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,470,Balanus nubilus,barnacle,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,470,Balanus nubilus,barnacle,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,470,Balanus nubilus,barnacle,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,470,Balanus nubilus,barnacle,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,470,Balanus nubilus,barnacle,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,470,Balanus nubilus,barnacle,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,468,Balanus regalis,barnacle,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,468,Balanus regalis,barnacle,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,468,Balanus regalis,barnacle,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,468,Balanus regalis,barnacle,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,468,Balanus regalis,barnacle,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,468,Balanus regalis,barnacle,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,468,Balanus regalis,barnacle,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,2339,Balanus sp.,barnacle,1,771,Viruses,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,2339,Balanus sp.,barnacle,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,2339,Balanus sp.,barnacle,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,2339,Balanus sp.,barnacle,1,755,Microorganisms,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,2339,Balanus sp.,barnacle,1,756,Bacteria,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,2339,Balanus sp.,barnacle,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,2339,Balanus sp.,barnacle,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,466,Balanus trigonus,barnacle,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,466,Balanus trigonus,barnacle,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,466,Balanus trigonus,barnacle,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,466,Balanus trigonus,barnacle,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,466,Balanus trigonus,barnacle,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,466,Balanus trigonus,barnacle,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,466,Balanus trigonus,barnacle,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,461,Conopea galeata,barnacle,1,771,Viruses,microorganism,6,1,4,4,,NA,very low,pools,yes, ,,17-Apr-2024
ZZ_coded,461,Conopea galeata,barnacle,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,very low,pools,yes, ,,17-Apr-2024
ZZ_coded,461,Conopea galeata,barnacle,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,very low,pools,yes, ,,17-Apr-2024
ZZ_coded,461,Conopea galeata,barnacle,1,755,Microorganisms,microorganism,6,1,4,4,,NA,very low,pools,yes, ,,17-Apr-2024
ZZ_coded,461,Conopea galeata,barnacle,1,756,Bacteria,microorganism,6,1,4,4,,NA,very low,pools,yes, ,,17-Apr-2024
ZZ_coded,461,Conopea galeata,barnacle,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,very low,pools,yes, ,,17-Apr-2024
ZZ_coded,461,Conopea galeata,barnacle,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,very low,pools,yes, ,,17-Apr-2024
ZZ_coded,1198,Hesperibalanus hesperius,barnacle,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1198,Hesperibalanus hesperius,barnacle,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1198,Hesperibalanus hesperius,barnacle,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1198,Hesperibalanus hesperius,barnacle,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1198,Hesperibalanus hesperius,barnacle,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1198,Hesperibalanus hesperius,barnacle,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1198,Hesperibalanus hesperius,barnacle,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,471,Megabalanus californicus,barnacle,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,471,Megabalanus californicus,barnacle,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,471,Megabalanus californicus,barnacle,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,471,Megabalanus californicus,barnacle,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,471,Megabalanus californicus,barnacle,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,471,Megabalanus californicus,barnacle,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,471,Megabalanus californicus,barnacle,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,460,Membranobalanus orcutti,barnacle,1,771,Viruses,microorganism,6,1,4,4,,NA,very low,pools,yes, ,,17-Apr-2024
ZZ_coded,460,Membranobalanus orcutti,barnacle,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,very low,pools,yes, ,,17-Apr-2024
ZZ_coded,460,Membranobalanus orcutti,barnacle,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,very low,pools,yes, ,,17-Apr-2024
ZZ_coded,460,Membranobalanus orcutti,barnacle,1,755,Microorganisms,microorganism,6,1,4,4,,NA,very low,pools,yes, ,,17-Apr-2024
ZZ_coded,460,Membranobalanus orcutti,barnacle,1,756,Bacteria,microorganism,6,1,4,4,,NA,very low,pools,yes, ,,17-Apr-2024
ZZ_coded,460,Membranobalanus orcutti,barnacle,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,very low,pools,yes, ,,17-Apr-2024
ZZ_coded,460,Membranobalanus orcutti,barnacle,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,very low,pools,yes, ,,17-Apr-2024
ZZ_coded,462,Semibalanus cariosus,barnacle,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,462,Semibalanus cariosus,barnacle,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,462,Semibalanus cariosus,barnacle,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,462,Semibalanus cariosus,barnacle,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,462,Semibalanus cariosus,barnacle,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,462,Semibalanus cariosus,barnacle,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,462,Semibalanus cariosus,barnacle,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,453,Octolasmis lowei,barnacle,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,453,Octolasmis lowei,barnacle,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,453,Octolasmis lowei,barnacle,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,453,Octolasmis lowei,barnacle,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,453,Octolasmis lowei,barnacle,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,453,Octolasmis lowei,barnacle,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,453,Octolasmis lowei,barnacle,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,455,Pollicipes polymerus,barnacle,1,771,Viruses,microorganism,6,1,4,4,,NA,middle,pools,yes, ,,17-Apr-2024
ZZ_coded,455,Pollicipes polymerus,barnacle,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,middle,pools,yes, ,,17-Apr-2024
ZZ_coded,455,Pollicipes polymerus,barnacle,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,middle,pools,yes, ,,17-Apr-2024
ZZ_coded,455,Pollicipes polymerus,barnacle,1,755,Microorganisms,microorganism,6,1,4,4,,NA,middle,pools,yes, ,,17-Apr-2024
ZZ_coded,455,Pollicipes polymerus,barnacle,1,756,Bacteria,microorganism,6,1,4,4,,NA,middle,pools,yes, ,,17-Apr-2024
ZZ_coded,455,Pollicipes polymerus,barnacle,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,middle,pools,yes, ,,17-Apr-2024
ZZ_coded,455,Pollicipes polymerus,barnacle,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,middle,pools,yes, ,,17-Apr-2024
ZZ_coded,454,Hamatoscalpellum californicum,barnacle,1,771,Viruses,microorganism,6,1,4,4,,NA,very low,pools,yes, ,,17-Apr-2024
ZZ_coded,454,Hamatoscalpellum californicum,barnacle,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,very low,pools,yes, ,,17-Apr-2024
ZZ_coded,454,Hamatoscalpellum californicum,barnacle,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,very low,pools,yes, ,,17-Apr-2024
ZZ_coded,454,Hamatoscalpellum californicum,barnacle,1,755,Microorganisms,microorganism,6,1,4,4,,NA,very low,pools,yes, ,,17-Apr-2024
ZZ_coded,454,Hamatoscalpellum californicum,barnacle,1,756,Bacteria,microorganism,6,1,4,4,,NA,very low,pools,yes, ,,17-Apr-2024
ZZ_coded,454,Hamatoscalpellum californicum,barnacle,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,very low,pools,yes, ,,17-Apr-2024
ZZ_coded,454,Hamatoscalpellum californicum,barnacle,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,very low,pools,yes, ,,17-Apr-2024
ZZ_coded,1969,Milneria kelseyi,bivalve,1,771,Viruses,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
